cast,certificates,director,genres,image,plot outline,rating,runtime,title,votes,year,id
"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd', 'Dan Hedaya']","['Argentina:13', 'Australia:PG', 'Brazil:12', 'Brazil:14', 'Canada:PG::(Manitoba)', 'Canada:14::(Nova Scotia)', 'Canada:AA::(Ontario)', 'Canada:13+::(Quebec)', 'Denmark:7', 'Ecuador:13+::(self-applied)', 'Finland:K-10', 'France:Tous publics', 'Germany:12', 'India:UA', 'Ireland:PG', 'Israel:13::(self-applied)', 'Italy:T', 'Japan:G', 'Mexico:13::(self-applied)', 'Netherlands:12', 'Netherlands:AL', 'Norway:15', 'Norway:12::(Amazon Prime self-rating)', 'Peru:Apt', 'Philippines:PG::(self-applied)', 'Poland:12::(self-applied)', 'Portugal:M/12::(Qualidade)', 'Singapore:PG', 'South Africa:10-12PG', 'South Korea:12::(theatrical rating)', 'South Korea:15::(video rating)', 'Spain:T', 'Sweden:11', 'Taiwan:13+::(self-applied)', 'Turkey:13+::(self-applied)', 'United Kingdom:PG', 'United Kingdom:12A', 'United States:PG-13', 'United States:TV-14::(V)', 'United Arab Emirates:PG']",['Barry Sonnenfeld'],"['Comedy', 'Fantasy']",https://m.media-amazon.com/images/M/MV5BMmJhZTlhNzUtNzAwZC00YjQ2LTkxOGEtNzBmOWVkMmUxNTBiXkEyXkFqcGdeQXVyMTExNDQ2MTI@.jpg,The Addams Family steps out of Charles Addams' cartoons. They live with all of the trappings of the macabre (including a detached hand for a servant) and are quite wealthy. Added to this mix is a crooked accountant and his loan shark and a plot to slip the shark's son into the family as their long-lost Uncle Fester. Can the false Fester find his way into the vault before he is discovered?,6.9,['99'],The Addams Family,172949,1991,29
"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco']","['Argentina:13', 'Australia:M', 'Austria:10', 'Brazil:Livre', 'Canada:PG::(Alberta)', 'Canada:G::(Quebec)', 'Chile:TE', 'Denmark:11', 'Egypt:13+::(self-applied)', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Greece:K-12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:10', 'Iceland:LH::(video rating)', 'India:U', 'Indonesia:13+::(self-applied)', 'Ireland:12', 'Israel:ALL::(self-applied)', 'Italy:T', 'Japan:G', 'Malaysia:U', 'Mexico:A', 'Netherlands:12', 'New Zealand:M', 'Norway:11::(cinema rating)', 'Norway:12::(iTunes rating)', 'Peru:Apt', 'Philippines:G', 'Poland:12', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'Singapore:PG13::(TV rating)', 'South Africa:10', 'South Korea:12', 'Spain:A::(ICAA)', 'Sweden:11', 'Switzerland:10::(canton of Geneva)', 'Switzerland:10::(canton of Vaud)', 'Switzerland:12::(canton of the Grisons)', 'Taiwan:PG-12', 'Thailand:u 15+::(self-applied)', 'Turkey:13+::(self-applied)', 'United Kingdom:12::(original cinema rating)', 'United Kingdom:PG::(original decision)', 'United Kingdom:12A', 'United Kingdom:12::(video rating)', 'United States:TV-PG::(LV)', 'United States:TV-14::(V)', 'United States:PG-13', 'United Arab Emirates:PG::(self-applied)', 'Vietnam:C13::(self-applied)']",['Sam Raimi'],"['Action', 'Adventure', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@.jpg,"Based on Marvel Comics' superhero character, this is a story of Peter Parker who is a nerdy high-schooler. He was orphaned as a child, bullied by jocks, and can't confess his crush for his stunning neighborhood girl Mary Jane Watson. To say his life is ""miserable"" is an understatement. But one day while on an excursion to a laboratory a runaway radioactive spider bites him... and his life changes in a way no one could have imagined. Peter acquires a muscle-bound physique, clear vision, ability to cling to surfaces and crawl over walls, shooting webs from his wrist ... but the fun isn't going to last. An eccentric millionaire Norman Osborn administers a performance enhancing drug on himself and his maniacal alter ego Green Goblin emerges. Now Peter Parker has to become Spider-Man and take Green Goblin to the task... or else Goblin will kill him. They come face to face and the war begins in which only one of them will survive at the end.",7.4,['121'],Spider-Man,852814,2002,30
"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell']","['Argentina:Atp', 'Australia:G', 'Australia:PG', 'Brazil:Livre', 'Canada:G::(Manitoba/Nova Scotia/Quebec)', 'Canada:F::(Ontario)', 'Canada:Not Rated::(no nationwide rating)', 'Canada:PG', 'Denmark:A', 'Ecuador:Sin Calificación::(self-applied)', 'Egypt:Not Rated', 'Finland:K-7', 'Finland:S', 'Finland:K-16', 'France:Tous publics', 'Germany:6', 'Greece:K', 'Hong Kong:I', 'Hungary:12', 'Iceland:L', 'Iceland:Unrated', 'India:U', 'India:PG', 'Indonesia:13+::(self-applied)', 'Ireland:G', 'Israel:9+::(self-applied)', 'Italy:T', 'Japan:G', 'Japan:Unrated', 'Mexico:A', 'Netherlands:6', 'New Zealand:G', 'New Zealand:PG', 'Nigeria:PG', 'Norway:A', 'Norway:16', 'Philippines:G', 'Philippines:PG::(self-applied)', 'Poland:12::(self-applied)', 'Portugal:M/12::(Qualidade)', 'Saudi Arabia:Not Rated', 'Saudi Arabia:G::(new rating)', 'Saudi Arabia:PG', 'Singapore:PG', 'South Korea:12', 'Spain:A', 'Sweden:15', 'Sweden:7', 'Taiwan:0+', 'Turkey:7+::(self-applied)', 'United Kingdom:A', 'United Kingdom:U', 'United States:TV-G', 'United States:Passed::(National Board of Review)', 'United States:Approved', 'United States:PG', 'United Arab Emirates:G::(self-applied)']",['Frank Capra'],"['Drama', 'Family', 'Fantasy', 'Romance']",https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@.jpg,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Mr. Potter finds the misplaced money and hides it from Uncle Billy. When the bank examiner discovers the shortage later that night, George realizes that he will be held responsible and sent to jail and the company will collapse, finally allowing Mr. Potter to take over the town. Thinking of his wife, Mary, their four children, and others he loves will be better off with him dead, he contemplates suicide. But the prayers of his loved ones result in his guardian angel named Clarence Odbody coming to Earth to help him, with the promise of earning his wings. He shows him what things would have been like if he had never been born.",8.6,['130'],It's a Wonderful Life,478365,1946,31
"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Joe Morton']","['Argentina:13', 'Australia:M', 'Australia:MA15+::(Google Play)', 'Brazil:14', 'Canada:PG', 'Canada:14A::(Alberta)', 'Canada:PA::(Manitoba)', 'Canada:14::(Nova Scotia)', 'Canada:AA::(Ontario)', 'Canada:G::(Quebec)', 'Canada:14+::(tv rating)', 'Denmark:15', 'Egypt:Not Rated::(self-applied)', 'Finland:K-16', 'Finland:K-14', 'France:Tous publics', 'Germany:16', 'Hungary:16', 'Iceland:14', 'Iceland:16::(video rating)', 'India:A', 'Indonesia:17+::(self-applied)', 'Ireland:15', 'Israel:15+::(self-applied)', 'Italy:T', 'Japan:G::(self-applied)', 'Malaysia:U', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'New Zealand:R13::(theatrical rating)', 'Nigeria:PG', 'Norway:15::(cinema rating)', 'Peru:14', 'Philippines:PG::(TV rating)', 'Poland:12::(self-applied)', 'Portugal:M/12', 'Russia:12+', 'Saudi Arabia:PG12', 'Singapore:PG', 'Singapore:NC16::(Disney+ rating)', 'South Africa:13::(self-applied)', 'South Korea:15', 'South Korea:12::(DVD)', 'Spain:18', 'Sweden:15', 'Turkey:18+::(self-applied)', 'United Kingdom:15', 'United States:TV-14', 'United States:TV-MA::(IFC rating)', 'United States:R::(certificate no. 32945)', 'United Arab Emirates:Not Rated::(self-applied)']",['Jan de Bont'],"['Action', 'Adventure', 'Thriller']",https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"When a young Los Angeles police department, Special Weapons and Tactics (S.W.A.T.) officer called Jack Traven angers retired Atlanta police department bomb squad member Howard Payne, by foiling his attempt at taking hostages stuck in an elevator with a bomb, Payne in retaliation arms a bus with a bomb that will explode if it drops below 50 miles per hour. With the help of spunky passenger Annie, Jack and his partner Detective Harry Temple try to save the people on the bus before the bomb goes off, while also trying to figure out how Payne is monitoring them.",7.3,['116'],Speed,381400,1994,32
"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman']","['Argentina:13', 'Australia:PG', 'Brazil:10', 'Brazil:14::(DVD)', 'Brazil:Livre', 'Bulgaria:B', 'Canada:PG::(Manitoba/Nova Scotia/Ontario)', 'Denmark:11', 'Ecuador:15::(self-applied)', 'Finland:K-12', 'France:Tous publics', 'Germany:12::(bw)', 'Hong Kong:IIA', 'Iceland:10', 'Iceland:12::(video rating)', 'India:UA', 'India:U::(Malayalam dubbed)', 'Indonesia:17::(self-applied)', 'Ireland:12RA::(VHS)', 'Ireland:PG', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Malaysia:U', 'Mexico:B', 'Netherlands:12', 'Netherlands:6', 'New Zealand:PG', 'Nigeria:G', 'Norway:11::(DVD rating)', 'Norway:12::(VOD)', 'Norway:15::(cinema rating)', 'Norway:11', 'Peru:14', 'Philippines:SPG::(TV rating)', 'Poland:12::(self-applied)', 'Portugal:M/12', 'Saudi Arabia:G', 'Singapore:PG', 'South Africa:PG', 'South Korea:All', 'Spain:13', 'Sweden:11', 'Turkey:13+::(self-applied)', 'United Kingdom:12', 'United Kingdom:PG', 'United Kingdom:12', 'United States:TV-PG::(LV, some airings)', 'United States:TV-14::(V)', 'United States:PG-13', 'United Arab Emirates:PG-15::(self-applied)']",['Joel Schumacher'],"['Action', 'Adventure']",https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face incorrectly believes Batman caused the courtroom accident which left him disfigured on one side; he has unleashed a reign of terror on the good people of Gotham. Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler he perfects a device for draining information from all the brains in Gotham, including Bruce Wayne's knowledge of his other identity. Batman/Wayne is/are the love focus of Dr. Chase Meridan. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin the Boy Wonder.",5.4,['121'],Batman Forever,261561,1995,33
"['Deborah Kerr', 'Yul Brynner', 'Rita Moreno', 'Martin Benson']","['Argentina:Atp', 'Australia:G', 'Brazil:Livre', 'Canada:G', 'Finland:K-8', 'France:Tous publics', 'Iceland:L', 'India:U', 'Italy:T', 'Japan:G', 'Malaysia:U', 'Malaysia:(Banned)', 'Netherlands:AL', 'New Zealand:G', 'Norway:7', 'Peru:Apt', 'Singapore:PG', 'Sweden:Btl', 'Taiwan:GP', 'Thailand:(Banned)', 'Thailand:G::(video rating)', 'United Kingdom:U', 'United States:G', 'United States:Approved', 'West Germany:12::(f)']",['Walter Lang'],"['Biography', 'Drama', 'Musical', 'Romance']",https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"Mrs. Anna Leonowens and her son Louis arrive in Bangkok, where she has been contracted to teach English to the children of the royal household. She threatens to leave when the house she had been promised is not available, but falls in love with the children. A new slave, a gift of a vassal king, translates ""Uncle Tom's Cabin"" into a Siamese ballet. After expressing her unhappiness at being with the King, the slave decides to make an attempt to escape with her lover. Anna and the King start to fall in love, but her headstrong upbringing inhibits her from joining his harem. She is just about to leave Siam but something important she finds out makes her think about changing her mind.",7.4,['133'],The King and I,27349,1956,34
"['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola']","['Argentina:16', 'Australia:MA', 'Austria:16', 'Belgium:KNT/ENA', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:18A::(British Columbia)', 'Canada:R::(Manitoba/Ontario)', 'Canada:18::(Nova Scotia)', 'Canada:13+::(Quebec)', 'Chile:14', 'Denmark:15', 'Egypt:R::(DVD rating)', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:16', 'India:UA::(Bangalore)', 'India:A', 'Ireland:18', 'Ireland:18::(DVD rating)', 'Italy:T', 'Japan:Unrated', 'Malaysia:18SG', 'Mexico:B', 'Netherlands:16', 'New Zealand:R18', 'Norway:15::(TV rating)', 'Norway:18::(cinema rating)', 'Peru:14', 'Philippines:R-18', 'Poland:18::(self-applied)', 'Portugal:M/16', 'Russia:14+', 'Singapore:PG', 'Singapore:NC16', 'South Korea:18', 'South Korea:15', 'Spain:18', 'Sweden:15', 'Switzerland:16', 'Thailand:15+::(self-applied)', 'Turkey:18+', 'United Kingdom:18', 'United Kingdom:18', 'United States:TV-14::(LV)', 'United States:R']",['John Woo'],"['Action', 'Crime', 'Sci-Fi', 'Thriller']",https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"Sean Archer, a very tough, rugged FBI Agent, is still grieving for his dead son Michael. Archer believes that his son's killer is his sworn enemy and a very powerful criminal, Castor Troy. One day, Archer has finally cornered Castor, however, their fight has knocked out Troy cold. As Archer finally breathes easy over the capture of his enemy, he finds out that Troy has planted a bomb that will destroy the entire city of Los Angeles and all of its inhabitants. Unfortunately the only other person who knows its location is Castor's brother Pollux, and he refuses to talk. The solution, a special operation doctor that can cut off people's faces, and can place a person's face onto another person. Archer undergoes one of those surgeries to talk to Pollux. However, Castor Troy somehow regains consciousness and now wants revenge on Archer for taking his face. Not only is Troy ruining Archer's mission, but his personal life as well. Archer must stop Troy again. This time, it's personal.",7.3,['138'],Face/Off,391412,1997,35
"['Ben Affleck', 'Josh Hartnett', 'Kate Beckinsale', 'William Lee Scott']","['Argentina:Atp', 'Australia:M', 'Australia:MA', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:PA::(Manitoba)', 'Canada:14::(Nova Scotia)', 'Canada:AA::(Ontario)', 'Canada:G::(Quebec)', 'Chile:TE', 'China:13', 'Denmark:11::(TV rating)', 'Denmark:15', 'Egypt:R-12::(self-applied)', 'Finland:K-15/13', 'Finland:K-16/13', 'France:Tous publics', 'Germany:16::(f)', 'Germany:12::(f)', 'Hong Kong:IIA', 'Iceland:12', 'India:UA', 'Indonesia:17+::(self-applied)', 'Ireland:12PG', 'Ireland:12::(video rating)', 'Israel:ALL::(self-applied)', 'Italy:T', 'Japan:PG-12', 'Malaysia:U', 'Mexico:C', 'Netherlands:12', 'New Zealand:R16', 'New Zealand:M', 'Norway:12::(Disney+ rating)', 'Norway:15::(cinema rating)', 'Peru:Apt', 'Philippines:PG', 'Poland:12::(self-applied)', 'Portugal:M/12', 'Romania:A.G.', 'Russia:12+', 'Singapore:PG', 'Singapore:NC16::(Disney+ rating)', 'Singapore:PG13', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Sweden:15', 'Switzerland:12::(canton of Geneva)', 'Switzerland:12::(canton of Vaud)', 'Taiwan:PG-12', 'Thailand:15+::(self-applied)', 'Turkey:13+::(self-applied)', 'United Kingdom:12', 'United States:TV-14::(DLSV)', 'United States:PG-13', 'United States:R', 'United Arab Emirates:PG-15::(self-applied)']",['Michael Bay'],"['Action', 'Drama', 'History', 'Romance', 'War']",https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2.jpg,"Pearl Harbor is a classic tale of romance set during a war that complicates everything. It all starts when childhood friends Rafe and Danny become Army Air Corps pilots and meet Evelyn, a Navy nurse. Rafe falls head over heels and he and Evelyn and Rafe hook up. Then Rafe volunteers to go fight in Britain, and Evelyn and Danny get transferred to Pearl Harbor. While Rafe is off fighting, suddenly one morning comes the air raid we now know as ""Pearl Harbor.""",6.2,['183'],Pearl Harbor,344695,2001,36
"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Paul Winfield']","['Argentina:16', 'Australia:MA15+::(Google Play)', 'Australia:R', 'Australia:M15+', 'Belgium:14', 'Brazil:14', 'Bulgaria:D', 'Canada:14A::(British Columbia)', 'Canada:18A::(Canadian Home Video rating)', 'Canada:R::(Manitoba/Nova Scotia/Ontario)', 'Canada:13+::(Québec)', 'Canada:18A::(Alberta)', 'Chile:14', 'Czechia:12', 'Denmark:15', 'Ecuador:15::(self-applied)', 'Egypt:R::(self-applied)', 'Finland:K-15', 'Finland:K-18', 'Finland:K-16', 'Finland:K-16', 'Finland:K-18', 'France:Accord parental::(2007 DVD)', 'France:Tous publics avec avertissement::(new rating)', 'France:13', 'Germany:16', 'Germany:12', 'Germany:16', 'Greece:K-16', 'Hong Kong:IIB', 'Hungary:18', 'Hungary:16', 'Iceland:16', 'India:A::(Bombay)', 'India:UA::(TV)', 'Indonesia:D::(self-applied)', 'Ireland:18', 'Israel:16::(self-applied)', 'Italy:T', 'Italy:VM14', 'Japan:R-15', 'Japan:PG12', 'Malaysia:U', 'Maldives:18+', 'Mexico:B', 'Netherlands:16', 'New Zealand:M', 'New Zealand:R13::(1984/1985)', 'Nigeria:12A', 'Norway:15::(TV rating)', 'Norway:18::(cinema rating)', 'Peru:18', 'Philippines:R-16', 'Philippines:SPG::(TV rating)', 'Poland:15', 'Portugal:M/16', 'Russia:16+', 'Saudi Arabia:R12', 'Singapore:M18', 'South Africa:13', 'South Korea:18', 'Spain:18', 'Sweden:15', 'Taiwan:R::(self-applied)', 'Thailand:u 18+::(self-applied)', 'Turkey:15+', 'United Kingdom:15', 'United Kingdom:18', 'United States:TV-14', 'United States:R', 'United Arab Emirates:15+::(self-applied)', 'West Germany:16::(198?-2010)', 'West Germany:18', 'West Germany:18::(SPIO/JK)']",['James Cameron'],"['Action', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,"Sent back from a dystopian 2029--where the cold machines have conquered the entire world--to 1984 Los Angeles, the indestructible cyborg-assassin known as the ""Terminator"" commences his deadly mission to kill humankind's most important woman: the unsuspecting Sarah Connor. However, from the same war-torn post-apocalyptic future comes a battle-scarred defender--Kyle Reese, a brave soldier of the human Resistance Army--bent on stopping the cybernetic killer from eliminating the world's last hope. But, the Terminator has no feelings, he doesn't sleep, and above all, he won't stop until he carries out his grim task. Does our future lie in our past?",8.1,['107'],The Terminator,898772,1984,37
"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Barry Pepper']","['Argentina:16', 'Australia:MA15+', 'Australia:R', 'Australia:MA', 'Brazil:14', 'Bulgaria:C::(recommended rating)', 'Canada:14A::(Alberta)', 'Canada:18A::(British Columbia)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:PA::(Manitoba)', 'Canada:14::(Nova Scotia)', 'Canada:13+::(Quebec)', 'Czechia:15', 'Denmark:15', 'Ecuador:Sin Calificación::(self-applied)', 'Egypt:PG-13::(self-applied)', 'Finland:K-16', 'Finland:K-14', 'Finland:K-15::(video)', 'France:Tous publics avec avertissement', 'France:Tous publics::(with warning)', 'Germany:16::(bw)', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:16', 'India:A::(Mumbai)', 'India:UA::(video rating)', 'Indonesia:18+::(self-applied)', 'Ireland:15', 'Israel:PG', 'Italy:VM14', 'Japan:R-15', 'Malaysia:18SG', 'Malaysia:(Banned)::(theatrical)', 'Maldives:18+', 'Mexico:B', 'Netherlands:16', 'New Zealand:R15', 'New Zealand:R16', 'New Zealand:R15', 'Nigeria:15', 'Norway:15::(VOD)', 'Norway:18', 'Peru:14', 'Philippines:R-18::(MTRCB)', 'Philippines:PG-13', 'Poland:16::(self-applied)', 'Portugal:M/12', 'Russia:16+', 'Saudi Arabia:R12', 'Singapore:NC16', 'Singapore:M18::(DVD rating)', 'Singapore:R(A)', 'Singapore:NC-16', 'South Africa:16', 'South Korea:15::(self-applied)', 'Spain:13', 'Sweden:15', 'Switzerland:16::(canton of Geneva)', 'Switzerland:16::(canton of Vaud)', 'Taiwan:GP', 'Thailand:16+::(self-applied)', 'Turkey:13+', 'Turkey:18+::(self-applied)', 'United Kingdom:15', 'United States:TV-MA::(TV rating)', 'United States:R', 'United Arab Emirates:PG-15::(self-applied)']",['Steven Spielberg'],"['Drama', 'War']",https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@.jpg,"Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother...",8.6,['169'],Saving Private Ryan,1447672,1998,38
"['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio']","['Argentina:13', 'Argentina:16', 'Argentina:18', 'Australia:R', 'Australia:MA15+::(TV rating)', 'Australia:R18+::(video)', 'Austria:16', 'Belgium:KNT/ENA', 'Belgium:16::(new rating)', 'Brazil:18', 'Bulgaria:D', 'Canada:R', 'Canada:18A::(Alberta/British Columbia)', 'Canada:R::(Manitoba/Nova Scotia/Ontario)', 'Canada:13+::(Quebec)', 'Canada:18+::(Quebec)', 'Canada:13+::(Quebec)', 'Chile:16+::(Netflix self-rating)', 'Colombia:18', 'Czechia:18', 'Denmark:15::(DVD and Blu-ray rating)', 'Ecuador:C::(TV rating)', 'Egypt:18+', 'Finland:K-16', 'Finland:K-16', 'Finland:K-18', 'France:12::(new rating)', 'France:13', 'France:16::(self-applied)', 'Germany:18', 'Germany:16', 'Germany:18', 'Germany:Not Rated::(SPIO/JK)', 'Greece:K-17', 'Hong Kong:IIB', 'Hungary:18', 'Iceland:16', 'India:A', 'Indonesia:18+::(self-applied)', 'Ireland:18', 'Ireland:18::(DVD rating)', 'Israel:18', 'Italy:VM14', 'Japan:R-15', 'Malaysia:(Banned)', 'Malaysia:18::(recommended rating)', 'Maldives:18+R', 'Mexico:C', 'Netherlands:16::(DVD rating)', 'Netherlands:18', 'New Zealand:R18', 'Nigeria:18', 'Norway:15::(DVD and Blu-ray rating)', 'Norway:18', 'Peru:18', 'Philippines:R-18', 'Philippines:SPG::(MTRCB)', 'Poland:18', 'Portugal:M/18', 'Russia:18+::(video rating)', 'Saudi Arabia:R18', 'Singapore:M18', 'South Africa:16::(self-applied)', 'South Korea:18', 'South Korea:19::(TV rating)', 'Spain:18', 'Sweden:15::(DVD and Blu-ray rating)', 'Switzerland:18', 'Taiwan:R-18', 'Thailand:u 18+::(self-applied)', 'Turkey:18+', 'United Kingdom:18', 'United Kingdom:18::(DVD rating)', 'United States:18+::(Common Sense Media)', 'United States:TV-14::(DLV)', 'United States:TV-MA::(DirecTV)', 'United States:TV-14::(TV rating)', 'United States:R', 'United Arab Emirates:18+::(self-applied)', 'West Germany:18::(f)', 'West Germany:Not Rated::(BPjM restricted)']",['Brian De Palma'],"['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"Tony Montana manages to leave Cuba during the Mariel exodus of 1980. He finds himself in a Florida refugee camp but his friend Manny has a way out for them: undertake a contract killing and arrangements will be made to get a green card. He's soon working for drug dealer Frank Lopez and shows his mettle when a deal with Colombian drug dealers goes bad. He also brings a new level of violence to Miami. Tony is protective of his younger sister but his mother knows what he does for a living and disowns him. Tony is impatient and wants it all however, including Frank's empire and his mistress Elvira Hancock. Once at the top however, Tony's outrageous actions make him a target and everything comes crumbling down.",8.3,['170'],Scarface,882939,1983,39
"['Tom Hanks', 'Meg Ryan', 'Greg Kinnear', 'Parker Posey']","['Argentina:Atp', 'Australia:PG', 'Austria:0', 'Brazil:14', 'Canada:PG::(Alberta/British Columbia/Manitoba/Nova Scotia/Ontario)', 'Canada:G::(Quebec)', 'Czechia:12', 'Denmark:A', 'Ecuador:12::(self-applied)', 'Egypt:Not Rated::(DVD rating)', 'Finland:S', 'France:Tous publics', 'Germany:6::(w)', 'Hong Kong:I', 'Iceland:L', 'India:U', 'Ireland:PG', 'Israel:12::(self-applied)', 'Italy:T', 'Japan:G', 'Malaysia:U', 'Mexico:G::(DVD rating)', 'Netherlands:AL', 'New Zealand:PG', 'Nigeria:PG', 'Norway:A', 'Peru:Apt', 'Poland:12::(self-applied)', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Africa:A', 'South Korea:12', 'Spain:T', 'Sweden:Btl', 'Switzerland:7::(canton of Geneva)', 'Switzerland:7::(canton of Vaud)', 'Taiwan:GP', 'Turkey:7+::(self-applied)', 'United Kingdom:PG', 'United States:TV-PG', 'United States:TV-G::(TV rating)', 'United States:PG', 'United Arab Emirates:PG::(self-applied)']",['Nora Ephron'],"['Comedy', 'Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,This sweet romantic comedy reunites Sleepless In Seattle stars Meg Ryan and Tom Hanks. He's the owner of a bookstore chain; she's the woman he falls for online. Both are unaware that she runs the little shop his company is trying to shut down.,6.7,['119'],You've Got Mail,223359,1998,40
